dt,product,industry,apps
9/26/21,B,Janitorial Services,8
9/26/21,A,Financial Services,16
9/26/21,A,Retail,33
9/26/21,A,Beauty Industry,8
9/26/21,A,Construction,3
9/26/21,A,Transportation,39
9/26/21,A,Communication Services,65
9/26/21,A,Consulting,17
9/26/21,A,Janitorial Services,16
9/27/21,B,Financial Services,39
9/27/21,B,Retail,121
9/27/21,B,Beauty Industry,36
9/27/21,B,Construction,6
9/27/21,B,Agriculture,6
9/27/21,B,Transportation,128
9/27/21,B,Communication Services,429
9/27/21,B,Consulting,53
9/27/21,B,Janitorial Services,48
9/27/21,A,Financial Services,27
9/27/21,A,Retail,46
9/27/21,A,Beauty Industry,13
9/27/21,A,Construction,4
9/27/21,A,Transportation,93
9/27/21,A,Communication Services,157
9/27/21,A,Consulting,28
9/27/21,A,Janitorial Services,28
9/28/21,B,Financial Services,43
9/28/21,B,Retail,118
9/28/21,B,Beauty Industry,52
9/28/21,B,Construction,4
9/28/21,B,Agriculture,3
9/28/21,B,Transportation,125
9/28/21,B,Communication Services,417
9/28/21,B,Consulting,53
9/28/21,B,Janitorial Services,42
9/28/21,A,Financial Services,22
9/28/21,A,Retail,51
9/28/21,A,Beauty Industry,19
9/28/21,A,Construction,6
9/28/21,A,Agriculture,6
9/28/21,A,Transportation,87
9/28/21,A,Communication Services,135
9/28/21,A,Consulting,26
9/28/21,A,Janitorial Services,43
9/29/21,B,Financial Services,58
9/29/21,B,Retail,85
9/29/21,B,Beauty Industry,52
9/29/21,B,Construction,10
9/29/21,B,Transportation,117
9/29/21,B,Communication Services,387
9/29/21,B,Consulting,60
9/29/21,B,Janitorial Services,37
9/29/21,A,Financial Services,21
9/29/21,A,Retail,39
9/29/21,A,Beauty Industry,28
9/29/21,A,Construction,5
9/29/21,A,Transportation,81
9/29/21,A,Communication Services,139
9/29/21,A,Consulting,26
9/29/21,A,Janitorial Services,48
9/30/21,B,Financial Services,33
9/30/21,B,Retail,104
9/30/21,B,Beauty Industry,53
9/30/21,B,Construction,13
9/30/21,B,Agriculture,4
9/30/21,B,Transportation,121
9/30/21,B,Communication Services,398
9/30/21,B,Consulting,61
9/30/21,B,Janitorial Services,48
9/30/21,A,Financial Services,28
9/30/21,A,Retail,53
9/30/21,A,Beauty Industry,26
9/30/21,A,Construction,3
9/30/21,A,Transportation,85
9/30/21,A,Communication Services,158
9/30/21,A,Consulting,24
9/30/21,A,Janitorial Services,109
10/1/21,B,Financial Services,38
10/1/21,B,Retail,84
10/1/21,B,Beauty Industry,51
10/1/21,B,Construction,11
10/1/21,B,Agriculture,4
10/1/21,B,Transportation,97
10/1/21,B,Communication Services,414
10/1/21,B,Consulting,55
10/1/21,B,Janitorial Services,42
10/1/21,A,Financial Services,25
10/1/21,A,Retail,53
10/1/21,A,Beauty Industry,28
10/1/21,A,Construction,4
10/1/21,A,Agriculture,5
10/1/21,A,Transportation,71
10/1/21,A,Communication Services,156
10/1/21,A,Consulting,32
10/1/21,A,Janitorial Services,25
10/2/21,B,Financial Services,18
10/2/21,B,Retail,40
10/2/21,B,Beauty Industry,25
10/2/21,B,Transportation,46
10/2/21,B,Communication Services,124
10/2/21,B,Consulting,20
10/2/21,B,Janitorial Services,11
10/2/21,A,Financial Services,11
10/2/21,A,Retail,26
10/2/21,A,Beauty Industry,11
10/2/21,A,Construction,3
10/2/21,A,Transportation,52
10/2/21,A,Communication Services,75
10/2/21,A,Consulting,22
10/2/21,A,Janitorial Services,9
10/3/21,B,Financial Services,27
10/3/21,B,Retail,42
10/3/21,B,Beauty Industry,24
10/3/21,B,Construction,6
10/3/21,B,Agriculture,4
10/3/21,B,Transportation,41
10/3/21,B,Communication Services,137
10/3/21,B,Consulting,25
10/3/21,B,Janitorial Services,15
10/3/21,A,Financial Services,21
10/3/21,A,Retail,39
10/3/21,A,Beauty Industry,15
10/3/21,A,Agriculture,3
10/3/21,A,Transportation,127
10/3/21,A,Communication Services,92
10/3/21,A,Consulting,17
10/3/21,A,Janitorial Services,119
10/4/21,B,Financial Services,43
10/4/21,B,Retail,103
10/4/21,B,Beauty Industry,64
10/4/21,B,Construction,6
10/4/21,B,Agriculture,3
10/4/21,B,Transportation,123
10/4/21,B,Communication Services,443
10/4/21,B,Consulting,71
10/4/21,B,Janitorial Services,42
10/4/21,A,Financial Services,26
10/4/21,A,Retail,59
10/4/21,A,Beauty Industry,11
10/4/21,A,Construction,6
10/4/21,A,Transportation,92
10/4/21,A,Communication Services,235
10/4/21,A,Consulting,35
10/4/21,A,Janitorial Services,972
10/5/21,B,Financial Services,43
10/5/21,B,Retail,108
10/5/21,B,Beauty Industry,50
10/5/21,B,Construction,7
10/5/21,B,Agriculture,5
10/5/21,B,Transportation,137
10/5/21,B,Communication Services,411
10/5/21,B,Consulting,60
10/5/21,B,Janitorial Services,49
10/5/21,A,Financial Services,18
10/5/21,A,Retail,47
10/5/21,A,Beauty Industry,17
10/5/21,A,Construction,5
10/5/21,A,Transportation,87
10/5/21,A,Communication Services,211
10/5/21,A,Consulting,29
10/5/21,A,Janitorial Services,684
10/6/21,B,Financial Services,43
10/6/21,B,Retail,97
10/6/21,B,Beauty Industry,46
10/6/21,B,Construction,6
10/6/21,B,Agriculture,7
10/6/21,B,Transportation,119
10/6/21,B,Communication Services,406
10/6/21,B,Consulting,62
10/6/21,B,Janitorial Services,46
10/6/21,A,Financial Services,26
10/6/21,A,Retail,48
10/6/21,A,Beauty Industry,19
10/6/21,A,Construction,4
10/6/21,A,Agriculture,3
10/6/21,A,Transportation,88
10/6/21,A,Communication Services,162
10/6/21,A,Consulting,18
10/6/21,A,Janitorial Services,81
10/7/21,B,Financial Services,43
10/7/21,B,Retail,87
10/7/21,B,Beauty Industry,43
10/7/21,B,Construction,5
10/7/21,B,Agriculture,4
10/7/21,B,Transportation,132
10/7/21,B,Communication Services,417
10/7/21,B,Consulting,57
10/7/21,B,Janitorial Services,41
10/7/21,A,Financial Services,22
10/7/21,A,Retail,40
10/7/21,A,Beauty Industry,17
10/7/21,A,Construction,7
10/7/21,A,Transportation,88
10/7/21,A,Communication Services,165
10/7/21,A,Consulting,47
10/7/21,A,Janitorial Services,25
10/8/21,B,Financial Services,26
10/8/21,B,Retail,90
10/8/21,B,Beauty Industry,54
10/8/21,B,Construction,14
10/8/21,B,Transportation,109
10/8/21,B,Communication Services,264
10/8/21,B,Consulting,43
10/8/21,B,Janitorial Services,31
10/8/21,A,Financial Services,25
10/8/21,A,Retail,50
10/8/21,A,Beauty Industry,27
10/8/21,A,Construction,4
10/8/21,A,Transportation,84
10/8/21,A,Communication Services,159
10/8/21,A,Consulting,39
10/8/21,A,Janitorial Services,28
10/9/21,B,Financial Services,10
10/9/21,B,Retail,31
10/9/21,B,Beauty Industry,11
10/9/21,B,Construction,3
10/9/21,B,Transportation,40
10/9/21,B,Communication Services,136
10/9/21,B,Consulting,17
10/9/21,B,Janitorial Services,10
10/9/21,A,Financial Services,14
10/9/21,A,Retail,35
10/9/21,A,Beauty Industry,9
10/9/21,A,Construction,5
10/9/21,A,Transportation,39
10/9/21,A,Communication Services,76
10/9/21,A,Consulting,18
10/9/21,A,Janitorial Services,18
10/10/21,B,Financial Services,21
10/10/21,B,Retail,33
10/10/21,B,Beauty Industry,11
10/10/21,B,Construction,4
10/10/21,B,Agriculture,5
10/10/21,B,Transportation,39
10/10/21,B,Communication Services,126
10/10/21,B,Consulting,21
10/10/21,B,Janitorial Services,9
10/10/21,A,Financial Services,11
10/10/21,A,Retail,21
10/10/21,A,Beauty Industry,13
10/10/21,A,Construction,3
10/10/21,A,Agriculture,3
10/10/21,A,Transportation,48
10/10/21,A,Communication Services,77
10/10/21,A,Consulting,19
10/10/21,A,Janitorial Services,19
10/11/21,B,Financial Services,26
10/11/21,B,Retail,105
10/11/21,B,Beauty Industry,39
10/11/21,B,Construction,5
10/11/21,B,Agriculture,3
10/11/21,B,Transportation,124
10/11/21,B,Communication Services,367
10/11/21,B,Consulting,50
10/11/21,B,Janitorial Services,29
10/11/21,A,Financial Services,17
10/11/21,A,Retail,60
10/11/21,A,Beauty Industry,8
10/11/21,A,Construction,8
10/11/21,A,Transportation,77
10/11/21,A,Communication Services,168
10/11/21,A,Consulting,30
10/11/21,A,Janitorial Services,27
10/12/21,B,Financial Services,33
10/12/21,B,Retail,97
10/12/21,B,Beauty Industry,49
10/12/21,B,Construction,7
10/12/21,B,Transportation,134
10/12/21,B,Communication Services,404
10/12/21,B,Consulting,58
10/12/21,B,Janitorial Services,47
10/12/21,A,Financial Services,21
10/12/21,A,Retail,47
10/12/21,A,Beauty Industry,41
10/12/21,A,Construction,6
10/12/21,A,Agriculture,7
10/12/21,A,Transportation,134
10/12/21,A,Communication Services,257
10/12/21,A,Consulting,55
10/12/21,A,Janitorial Services,20
10/13/21,B,Financial Services,42
10/13/21,B,Retail,118
10/13/21,B,Beauty Industry,65
10/13/21,B,Construction,11
10/13/21,B,Agriculture,4
10/13/21,B,Transportation,125
10/13/21,B,Communication Services,416
10/13/21,B,Consulting,54
10/13/21,B,Janitorial Services,61
10/13/21,A,Financial Services,20
10/13/21,A,Retail,75
10/13/21,A,Beauty Industry,22
10/13/21,A,Construction,7
10/13/21,A,Agriculture,3
10/13/21,A,Transportation,121
10/13/21,A,Communication Services,194
10/13/21,A,Consulting,21
10/13/21,A,Janitorial Services,26
10/14/21,B,Financial Services,33
10/14/21,B,Retail,116
10/14/21,B,Beauty Industry,54
10/14/21,B,Construction,6
10/14/21,B,Agriculture,3
10/14/21,B,Transportation,137
10/14/21,B,Communication Services,351
10/14/21,B,Consulting,43
10/14/21,B,Janitorial Services,43
10/14/21,A,Financial Services,17
10/14/21,A,Retail,31
10/14/21,A,Beauty Industry,21
10/14/21,A,Construction,4
10/14/21,A,Agriculture,4
10/14/21,A,Transportation,116
10/14/21,A,Communication Services,162
10/14/21,A,Consulting,43
10/14/21,A,Janitorial Services,31
10/15/21,B,Financial Services,32
10/15/21,B,Retail,77
10/15/21,B,Beauty Industry,36
10/15/21,B,Construction,6
10/15/21,B,Agriculture,5
10/15/21,B,Transportation,90
10/15/21,B,Communication Services,337
10/15/21,B,Consulting,62
10/15/21,B,Janitorial Services,37
10/15/21,A,Financial Services,11
10/15/21,A,Retail,37
10/15/21,A,Beauty Industry,21
10/15/21,A,Construction,4
10/15/21,A,Transportation,170
10/15/21,A,Communication Services,139
10/15/21,A,Consulting,17
10/15/21,A,Janitorial Services,15
10/16/21,B,Financial Services,15
10/16/21,B,Retail,35
10/16/21,B,Beauty Industry,13
10/16/21,B,Construction,4
10/16/21,B,Transportation,42
10/16/21,B,Communication Services,116
10/16/21,B,Consulting,15
10/16/21,B,Janitorial Services,10
10/16/21,A,Financial Services,13
10/16/21,A,Retail,16
10/16/21,A,Beauty Industry,30
10/16/21,A,Construction,3
10/16/21,A,Agriculture,3
10/16/21,A,Transportation,164
10/16/21,A,Communication Services,107
10/16/21,A,Consulting,16
10/16/21,A,Janitorial Services,13
10/17/21,B,Financial Services,25
10/17/21,B,Retail,41
10/17/21,B,Beauty Industry,9
10/17/21,B,Construction,6
10/17/21,B,Transportation,35
10/17/21,B,Communication Services,113
10/17/21,B,Consulting,16
10/17/21,B,Janitorial Services,13
10/17/21,A,Financial Services,8
10/17/21,A,Retail,33
10/17/21,A,Beauty Industry,21
10/17/21,A,Construction,3
10/17/21,A,Transportation,92
10/17/21,A,Communication Services,141
10/17/21,A,Consulting,7
10/17/21,A,Janitorial Services,30
10/18/21,B,Financial Services,41
10/18/21,B,Retail,94
10/18/21,B,Beauty Industry,50
10/18/21,B,Construction,9
10/18/21,B,Agriculture,4
10/18/21,B,Transportation,161
10/18/21,B,Communication Services,387
10/18/21,B,Consulting,51
10/18/21,B,Janitorial Services,47
10/18/21,A,Financial Services,16
10/18/21,A,Retail,41
10/18/21,A,Beauty Industry,14
10/18/21,A,Construction,5
10/18/21,A,Transportation,66
10/18/21,A,Communication Services,165
10/18/21,A,Consulting,30
10/18/21,A,Janitorial Services,9
10/19/21,B,Financial Services,37
10/19/21,B,Retail,97
10/19/21,B,Beauty Industry,50
10/19/21,B,Construction,11
10/19/21,B,Transportation,98
10/19/21,B,Communication Services,362
10/19/21,B,Consulting,55
10/19/21,B,Janitorial Services,43
10/19/21,A,Financial Services,13
10/19/21,A,Retail,32
10/19/21,A,Beauty Industry,17
10/19/21,A,Agriculture,3
10/19/21,A,Transportation,82
10/19/21,A,Communication Services,142
10/19/21,A,Consulting,20
10/19/21,A,Janitorial Services,39
10/20/21,B,Financial Services,31
10/20/21,B,Retail,121
10/20/21,B,Beauty Industry,48
10/20/21,B,Construction,6
10/20/21,B,Transportation,125
10/20/21,B,Communication Services,392
10/20/21,B,Consulting,51
10/20/21,B,Janitorial Services,44
10/20/21,A,Financial Services,22
10/20/21,A,Retail,52
10/20/21,A,Beauty Industry,8
10/20/21,A,Construction,9
10/20/21,A,Agriculture,3
10/20/21,A,Transportation,77
10/20/21,A,Communication Services,124
10/20/21,A,Consulting,24
10/20/21,A,Janitorial Services,15
10/21/21,B,Financial Services,32
10/21/21,B,Retail,92
10/21/21,B,Beauty Industry,53
10/21/21,B,Construction,6
10/21/21,B,Transportation,105
10/21/21,B,Communication Services,388
10/21/21,B,Consulting,48
10/21/21,B,Janitorial Services,53
10/21/21,A,Financial Services,19
10/21/21,A,Retail,54
10/21/21,A,Beauty Industry,16
10/21/21,A,Construction,4
10/21/21,A,Transportation,88
10/21/21,A,Communication Services,150
10/21/21,A,Consulting,21
10/21/21,A,Janitorial Services,16
10/22/21,B,Financial Services,35
10/22/21,B,Retail,71
10/22/21,B,Beauty Industry,38
10/22/21,B,Construction,7
10/22/21,B,Transportation,119
10/22/21,B,Communication Services,294
10/22/21,B,Consulting,46
10/22/21,B,Janitorial Services,38
10/22/21,A,Financial Services,16
10/22/21,A,Retail,30
10/22/21,A,Beauty Industry,21
10/22/21,A,Construction,4
10/22/21,A,Agriculture,3
10/22/21,A,Transportation,61
10/22/21,A,Communication Services,120
10/22/21,A,Consulting,22
10/22/21,A,Janitorial Services,16
10/23/21,B,Financial Services,18
10/23/21,B,Retail,27
10/23/21,B,Beauty Industry,18
10/23/21,B,Construction,3
10/23/21,B,Agriculture,4
10/23/21,B,Transportation,42
10/23/21,B,Communication Services,119
10/23/21,B,Consulting,16
10/23/21,B,Janitorial Services,10
10/23/21,A,Financial Services,10
10/23/21,A,Retail,36
10/23/21,A,Beauty Industry,14
10/23/21,A,Transportation,37
10/23/21,A,Communication Services,75
10/23/21,A,Consulting,17
10/23/21,A,Janitorial Services,25
10/24/21,B,Financial Services,16
10/24/21,B,Retail,32
10/24/21,B,Beauty Industry,10
10/24/21,B,Construction,4
10/24/21,B,Transportation,53
10/24/21,B,Communication Services,125
10/24/21,B,Consulting,22
10/24/21,B,Janitorial Services,13
10/24/21,A,Financial Services,7
10/24/21,A,Retail,20
10/24/21,A,Beauty Industry,17
10/24/21,A,Agriculture,3
10/24/21,A,Transportation,46
10/24/21,A,Communication Services,76
10/24/21,A,Consulting,17
10/24/21,A,Janitorial Services,13
10/25/21,B,Financial Services,51
10/25/21,B,Retail,121
10/25/21,B,Beauty Industry,66
10/25/21,B,Construction,8
10/25/21,B,Agriculture,4
10/25/21,B,Transportation,124
10/25/21,B,Communication Services,406
10/25/21,B,Consulting,42
10/25/21,B,Janitorial Services,48
10/25/21,A,Financial Services,25
10/25/21,A,Retail,58
10/25/21,A,Beauty Industry,26
10/25/21,A,Construction,5
10/25/21,A,Agriculture,4
10/25/21,A,Transportation,93
10/25/21,A,Communication Services,170
10/25/21,A,Consulting,27
10/25/21,A,Janitorial Services,18
10/26/21,B,Financial Services,51
10/26/21,B,Retail,98
10/26/21,B,Beauty Industry,58
10/26/21,B,Construction,9
10/26/21,B,Agriculture,4
10/26/21,B,Transportation,136
10/26/21,B,Communication Services,380
10/26/21,B,Consulting,38
10/26/21,B,Janitorial Services,52
10/26/21,A,Financial Services,18
10/26/21,A,Retail,51
10/26/21,A,Beauty Industry,19
10/26/21,A,Construction,4
10/26/21,A,Agriculture,4
10/26/21,A,Transportation,93
10/26/21,A,Communication Services,164
10/26/21,A,Consulting,31
10/26/21,A,Janitorial Services,22
10/27/21,B,Financial Services,39
10/27/21,B,Retail,91
10/27/21,B,Beauty Industry,66
10/27/21,B,Construction,7
10/27/21,B,Agriculture,4
10/27/21,B,Transportation,129
10/27/21,B,Communication Services,411
10/27/21,B,Consulting,39
10/27/21,B,Janitorial Services,47
10/27/21,A,Financial Services,21
10/27/21,A,Retail,47
10/27/21,A,Beauty Industry,22
10/27/21,A,Construction,7
10/27/21,A,Transportation,99
10/27/21,A,Communication Services,148
10/27/21,A,Consulting,29
10/27/21,A,Janitorial Services,27
10/28/21,B,Financial Services,35
10/28/21,B,Retail,121
10/28/21,B,Beauty Industry,43
10/28/21,B,Construction,9
10/28/21,B,Agriculture,3
10/28/21,B,Transportation,92
10/28/21,B,Communication Services,345
10/28/21,B,Consulting,57
10/28/21,B,Janitorial Services,50
10/28/21,A,Financial Services,21
10/28/21,A,Retail,44
10/28/21,A,Beauty Industry,17
10/28/21,A,Construction,4
10/28/21,A,Transportation,87
10/28/21,A,Communication Services,119
10/28/21,A,Consulting,31
10/28/21,A,Janitorial Services,22
10/29/21,B,Financial Services,46
10/29/21,B,Retail,97
10/29/21,B,Beauty Industry,50
10/29/21,B,Construction,7
10/29/21,B,Agriculture,3
10/29/21,B,Transportation,76
10/29/21,B,Communication Services,352
10/29/21,B,Consulting,46
10/29/21,B,Janitorial Services,39
10/29/21,A,Financial Services,18
10/29/21,A,Retail,42
10/29/21,A,Beauty Industry,14
10/29/21,A,Construction,5
10/29/21,A,Agriculture,4
10/29/21,A,Transportation,69
10/29/21,A,Communication Services,134
10/29/21,A,Consulting,38
10/29/21,A,Janitorial Services,18
10/30/21,B,Financial Services,21
10/30/21,B,Retail,41
10/30/21,B,Beauty Industry,18
10/30/21,B,Construction,4
10/30/21,B,Transportation,32
10/30/21,B,Communication Services,138
10/30/21,B,Consulting,25
10/30/21,B,Janitorial Services,17
10/30/21,A,Financial Services,10
10/30/21,A,Retail,24
10/30/21,A,Beauty Industry,7
10/30/21,A,Construction,3
10/30/21,A,Transportation,21
10/30/21,A,Communication Services,81
10/30/21,A,Consulting,18
10/30/21,A,Janitorial Services,19
10/31/21,B,Financial Services,21
10/31/21,B,Retail,36
10/31/21,B,Beauty Industry,19
10/31/21,B,Agriculture,3
10/31/21,B,Transportation,39
10/31/21,B,Communication Services,131
10/31/21,B,Consulting,28
10/31/21,B,Janitorial Services,13
10/31/21,A,Financial Services,10
10/31/21,A,Retail,26
10/31/21,A,Beauty Industry,10
10/31/21,A,Construction,3
10/31/21,A,Transportation,32
10/31/21,A,Communication Services,80
10/31/21,A,Consulting,17
10/31/21,A,Janitorial Services,15
11/1/21,B,Financial Services,48
11/1/21,B,Retail,115
11/1/21,B,Beauty Industry,57
11/1/21,B,Construction,5
11/1/21,B,Agriculture,6
11/1/21,B,Transportation,128
11/1/21,B,Communication Services,498
11/1/21,B,Consulting,65
11/1/21,B,Janitorial Services,37
11/1/21,A,Financial Services,25
11/1/21,A,Retail,49
11/1/21,A,Beauty Industry,18
11/1/21,A,Construction,6
11/1/21,A,Transportation,81
11/1/21,A,Communication Services,152
11/1/21,A,Consulting,22
11/1/21,A,Janitorial Services,27
11/2/21,B,Financial Services,47
11/2/21,B,Retail,131
11/2/21,B,Beauty Industry,65
11/2/21,B,Construction,7
11/2/21,B,Transportation,127
11/2/21,B,Communication Services,467
11/2/21,B,Consulting,61
11/2/21,B,Janitorial Services,58
11/2/21,A,Financial Services,26
11/2/21,A,Retail,44
11/2/21,A,Beauty Industry,13
11/2/21,A,Agriculture,3
11/2/21,A,Transportation,94
11/2/21,A,Communication Services,168
11/2/21,A,Consulting,30
11/2/21,A,Janitorial Services,36
11/3/21,B,Financial Services,49
11/3/21,B,Retail,121
11/3/21,B,Beauty Industry,54
11/3/21,B,Construction,9
11/3/21,B,Agriculture,4
11/3/21,B,Transportation,159
11/3/21,B,Communication Services,425
11/3/21,B,Consulting,52
11/3/21,B,Janitorial Services,39
11/3/21,A,Financial Services,25
11/3/21,A,Retail,58
11/3/21,A,Beauty Industry,21
